,Unnamed: 0,product_name,review_title,review_body,review_author,review_rating,review_date,review_helpful_votes
2997,3132,"Acer Swift X SFX14-41G-R1S6 Creator Laptop | 14"" Full HD 100% sRGB | AMD Ryzen 7 5800U | NVIDIA RTX 3050Ti Laptop GPU | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Backlit KB | Amazon Alexa | Windows 10 Home",Less then 6 months and it's a brick,"Had this laptop for less then 6 months trated it with the upmost care, used essentially as a desktop. It was only moved 3 times from its initial setup, and now it is a brick. It will not charge and will not turn on regardless of being plugged in.",Joshua,1.0 out of 5 stars,"Reviewed in the United States on May 24, 2022",3 people found this helpful
2998,3133,"Acer Swift X SFX14-41G-R1S6 Creator Laptop | 14"" Full HD 100% sRGB | AMD Ryzen 7 5800U | NVIDIA RTX 3050Ti Laptop GPU | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Backlit KB | Amazon Alexa | Windows 10 Home",Dreadful build quality. WiFi module died in less than 24 hours,"The WiFi module died within the day of delivery. When it was still detected, it wouldn't reliably connect to the internet in both Windows and from a Linux live USB. The overall build quality is quite poor for a $1000+ laptop. The charging plug is laughably fragile and will only connect at certain angles and with a constant push inwards.",Alexander Jeffers,2.0 out of 5 stars,"Reviewed in the United States on July 26, 2021",4 people found this helpful
2999,3134,"Acer Swift X SFX14-41G-R1S6 Creator Laptop | 14"" Full HD 100% sRGB | AMD Ryzen 7 5800U | NVIDIA RTX 3050Ti Laptop GPU | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Backlit KB | Amazon Alexa | Windows 10 Home",Excelente elección,si piensas en algo para tareas de alta potencia y movilidad no dudes en comprar esta laptop,Klever Mejias,5.0 out of 5 stars,"Reviewed in the United States on December 20, 2021",
3000,3135,"Acer Swift X SFX14-41G-R1S6 Creator Laptop | 14"" Full HD 100% sRGB | AMD Ryzen 7 5800U | NVIDIA RTX 3050Ti Laptop GPU | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Backlit KB | Amazon Alexa | Windows 10 Home",Muy buena Compra Cálidad-Precio.,"Muy buena compra, no pesa mucho, es minimalista, muy rapida, elegante la batería dura mucho. Lo único que no me parece es que solo tiene 2 puertos USB, y no tiene puerto Ethernet.",Wilson Aldana,5.0 out of 5 stars,"Reviewed in the United States on January 5, 2022",
3001,3136,"Acer Swift X SFX14-41G-R1S6 Creator Laptop | 14"" Full HD 100% sRGB | AMD Ryzen 7 5800U | NVIDIA RTX 3050Ti Laptop GPU | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Backlit KB | Amazon Alexa | Windows 10 Home",Great little laptop!,"This is a great little laptop, super lightweight and yet works great! Loving how quiet and fast it is and at a super affordable price.",Maanas,5.0 out of 5 stars,"Reviewed in the United States on December 22, 2021",2 people found this helpful
3002,3137,"Acer Swift X SFX14-41G-R1S6 Creator Laptop | 14"" Full HD 100% sRGB | AMD Ryzen 7 5800U | NVIDIA RTX 3050Ti Laptop GPU | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Backlit KB | Amazon Alexa | Windows 10 Home",Acer Swift X delivers power and long battery life on a fair price package.,"The Acer Swift X is well priced laptop with plenty of power that could be dialed down to last a whole day. The laptop might looks simple and bland, with the silver aluminum chassis, but the Ryzen 7 5800U APU and NVIDIA RTX 3050Ti packs a punch.",J. Salce,4.0 out of 5 stars,"Reviewed in the United States on August 4, 2021",4 people found this helpful
3003,3138,"Acer Swift X SFX14-41G-R1S6 Creator Laptop | 14"" Full HD 100% sRGB | AMD Ryzen 7 5800U | NVIDIA RTX 3050Ti Laptop GPU | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Backlit KB | Amazon Alexa | Windows 10 Home",Mouse pad malfunction after return period.,"For the price, it is not bad considering the SPECs.",Jason c.,1.0 out of 5 stars,"Reviewed in the United States on September 21, 2021",7 people found this helpful
3004,3139,"Acer Swift X SFX14-41G-R1S6 Creator Laptop | 14"" Full HD 100% sRGB | AMD Ryzen 7 5800U | NVIDIA RTX 3050Ti Laptop GPU | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Backlit KB | Amazon Alexa | Windows 10 Home",False advertising,All is good w/exception of being advertised at Windows 10 operating system.... it's Windows 11.  Not happy yet will live w/it mainly because I had techs transfer files and they told me it was Windows 11.  Sure it could b returned but it would b my cost to offload files.  It's quick.  Lightweight.,msB,4.0 out of 5 stars,"Reviewed in the United States on September 9, 2022",
3005,3140,"Acer Swift X SFX14-41G-R1S6 Creator Laptop | 14"" Full HD 100% sRGB | AMD Ryzen 7 5800U | NVIDIA RTX 3050Ti Laptop GPU | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Backlit KB | Amazon Alexa | Windows 10 Home",Great Budget Gaming Laptop,"This was exactly what I wanted. Small, compact, light, and portable, but still able to outperform many gaming computers. I am very satisfied with my purchase!",Tanja-Thuy Nguyen,5.0 out of 5 stars,"Reviewed in the United States on September 10, 2021",
3006,3141,"Acer Swift X SFX14-41G-R1S6 Creator Laptop | 14"" Full HD 100% sRGB | AMD Ryzen 7 5800U | NVIDIA RTX 3050Ti Laptop GPU | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Backlit KB | Amazon Alexa | Windows 10 Home",Great value for the money,"I was looking for an upgrade to my old laptop and I didn't want to pay an exorbitant price for an ultrabook. After a thorough internet (and Youtube) search, I found the Acer Swift X. I just think this laptop is amazing. You get a pretty light, compact, well built and with great specs laptop, for a reasonable price.",XM.,5.0 out of 5 stars,"Reviewed in the United States on December 31, 2021",
3007,3142,"Acer Swift X SFX14-41G-R1S6 Creator Laptop | 14"" Full HD 100% sRGB | AMD Ryzen 7 5800U | NVIDIA RTX 3050Ti Laptop GPU | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Backlit KB | Amazon Alexa | Windows 10 Home",It’s pretty good:) so far,Overall good laptop.,Svetlana,5.0 out of 5 stars,"Reviewed in the United States on September 15, 2021",
3008,3143,"Acer Swift X SFX14-41G-R1S6 Creator Laptop | 14"" Full HD 100% sRGB | AMD Ryzen 7 5800U | NVIDIA RTX 3050Ti Laptop GPU | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Backlit KB | Amazon Alexa | Windows 10 Home",Almost immediately nonoperational,"Worked fine for a day or two, and then it wouldn't connect to Wifi or even be able to search for Wifi. I spent an hour working with Acer technical support only to determine that it was a hardware problem and that I would need to send it in for repairs. This was a repeated problem with Acer, I had to send my previous one in because it would overheat even from just watching Youtube videos, and sadly doesn't seem like something they have or will improve upon. This laptop seemed like it was going to be great, but having a problem large enough to render it unusable and warrant sending it in for repairs right off the bat was a terrible sign. I refunded my purchase and haven't looked back. You can do much better, especially for the $1,000+ you'll be putting down on this machine.",David L,1.0 out of 5 stars,"Reviewed in the United States on April 17, 2022",2 people found this helpful
3009,3144,"Acer Swift X SFX14-41G-R1S6 Creator Laptop | 14"" Full HD 100% sRGB | AMD Ryzen 7 5800U | NVIDIA RTX 3050Ti Laptop GPU | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Backlit KB | Amazon Alexa | Windows 10 Home","Great power, but...returned it.","Let me say this has great performance. It handled everything i threw at it, playing mid to high gaming with rtx and dsll enabled was cool - while even doing some media consumption and work on the side.",Kol,3.0 out of 5 stars,"Reviewed in the United States on December 7, 2021",3 people found this helpful
3010,3145,"Acer Swift X SFX14-41G-R1S6 Creator Laptop | 14"" Full HD 100% sRGB | AMD Ryzen 7 5800U | NVIDIA RTX 3050Ti Laptop GPU | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Backlit KB | Amazon Alexa | Windows 10 Home",Best value laptop with a few minor gripes and quality control issues.,"I got this laptop for Christmas as a gift from my parents since I will be going off to college soon for engineering. I needed a mid-range laptop that had good battery life, solid and light build quality since I will be on the go, a strong CPU and GPU since I will be doing CAD and maybe even some light gaming, and of course a good price. This is a tall order for any laptop but I am impressed with this thin and light.",Noah Garcia,4.0 out of 5 stars,"Reviewed in the United States on January 21, 2022",3 people found this helpful
3011,3146,"Acer Swift X SFX14-41G-R1S6 Creator Laptop | 14"" Full HD 100% sRGB | AMD Ryzen 7 5800U | NVIDIA RTX 3050Ti Laptop GPU | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Backlit KB | Amazon Alexa | Windows 10 Home","Could be amazing if it had a 144hz panel. Otherwise, it's a good laptop.","This is a review of Acer Swift X SFX14-41G-R1S6 Creator Laptop | 14"" Full HD 100% sRGB | AMD Ryzen 7 5800U | NVIDIA RTX 3050Ti Laptop GPU | 16GB LPDDR4X | 512GB NVMe SSD | Wi-Fi 6 | Backlit Keyboard | Windows 10 Home.",Carfo,4.0 out of 5 stars,"Reviewed in the United States on August 5, 2021",One person found this helpful
3012,3147,"Acer Swift X SFX14-41G-R1S6 Creator Laptop | 14"" Full HD 100% sRGB | AMD Ryzen 7 5800U | NVIDIA RTX 3050Ti Laptop GPU | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Backlit KB | Amazon Alexa | Windows 10 Home",Adequate but not super impressed,"It's 2022 but somehow finding a quality laptop with an excellent backlit keyboard is still difficult. This feature was one of the reasons I purchased this laptop, but if I could do it over again I'd look elsewhere.",sen1975,3.0 out of 5 stars,"Reviewed in the United States on January 18, 2022",
3013,3148,"Acer Swift X SFX14-41G-R1S6 Creator Laptop | 14"" Full HD 100% sRGB | AMD Ryzen 7 5800U | NVIDIA RTX 3050Ti Laptop GPU | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Backlit KB | Amazon Alexa | Windows 10 Home",Everything you'd expect it to be,I had gotten this laptop for college and a bit of side gaming. It works like a charm! I knew the specs were pretty good and I didn't really expect it to be this good. Overall good laptop,Amazon Customer,5.0 out of 5 stars,"Reviewed in the United States on July 20, 2021",2 people found this helpful
3014,3149,"Acer Swift X SFX14-41G-R1S6 Creator Laptop | 14"" Full HD 100% sRGB | AMD Ryzen 7 5800U | NVIDIA RTX 3050Ti Laptop GPU | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Backlit KB | Amazon Alexa | Windows 10 Home",Excellent product,The fastest laptop I've ever encountered,Kindle Customer,5.0 out of 5 stars,"Reviewed in the United States on December 20, 2021",
3015,3150,"Acer Swift X SFX14-41G-R1S6 Creator Laptop | 14"" Full HD 100% sRGB | AMD Ryzen 7 5800U | NVIDIA RTX 3050Ti Laptop GPU | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Backlit KB | Amazon Alexa | Windows 10 Home",Died after 1 month!,"I bought this Swift X just over one month ago.I immediately upgraded the O/S nvme to 2tb,& added an additional 2tb nvme. I installed steam, Amd Tuning utility, & a custom version of windows 10. Total ram on idle was 1.2g.",CPacheco,1.0 out of 5 stars,"Reviewed in the United States on October 1, 2022",One person found this helpful
3016,3151,"Acer Swift X SFX14-41G-R1S6 Creator Laptop | 14"" Full HD 100% sRGB | AMD Ryzen 7 5800U | NVIDIA RTX 3050Ti Laptop GPU | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Backlit KB | Amazon Alexa | Windows 10 Home",Not bad...,I started with my usual removing everything that isn’t in a standard Windows install including the included antivirus.,Schwartz,4.0 out of 5 stars,"Reviewed in the United States on October 5, 2021",
3017,3152,"Acer Swift X SFX14-41G-R1S6 Creator Laptop | 14"" Full HD 100% sRGB | AMD Ryzen 7 5800U | NVIDIA RTX 3050Ti Laptop GPU | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Backlit KB | Amazon Alexa | Windows 10 Home","Beautiful Machine, Faulty WiFi Adapter","Love the speed and sleekness of the machine. After 4 months, the wireless adapter went caput. Completely unrecognizable in the laptop and thus no WiFi. Apparently, it's a more than common issue.",Freedomtothrive,2.0 out of 5 stars,"Reviewed in the United States on January 29, 2022",3 people found this helpful
3018,3153,"Acer Swift X SFX14-41G-R1S6 Creator Laptop | 14"" Full HD 100% sRGB | AMD Ryzen 7 5800U | NVIDIA RTX 3050Ti Laptop GPU | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Backlit KB | Amazon Alexa | Windows 10 Home","Great CPU, clear display, but weak GPU considering the other components",The build quality of this Acer Swift is excellent and on pair with every other high-end laptop I have owned. The screen is clear and crisp with no dead pixels.,David J,4.0 out of 5 stars,"Reviewed in the United States on July 21, 2021",5 people found this helpful
3019,3154,"Acer Swift X SFX14-41G-R1S6 Creator Laptop | 14"" Full HD 100% sRGB | AMD Ryzen 7 5800U | NVIDIA RTX 3050Ti Laptop GPU | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Backlit KB | Amazon Alexa | Windows 10 Home","Great laptop, would recommend.",Good looking Screen.,Zviadi Mikadze,5.0 out of 5 stars,"Reviewed in the United States on December 12, 2021",
3020,3155,"Acer Swift X SFX14-41G-R1S6 Creator Laptop | 14"" Full HD 100% sRGB | AMD Ryzen 7 5800U | NVIDIA RTX 3050Ti Laptop GPU | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Backlit KB | Amazon Alexa | Windows 10 Home",Powerful Gaming Laptop,The 3050ti in this is fantastic.,Wessley,5.0 out of 5 stars,"Reviewed in the United States on February 22, 2022",9 people found this helpful
3021,3156,"Acer Swift X SFX14-41G-R1S6 Creator Laptop | 14"" Full HD 100% sRGB | AMD Ryzen 7 5800U | NVIDIA RTX 3050Ti Laptop GPU | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Backlit KB | Amazon Alexa | Windows 10 Home",Issues right out of the box.,Laptop arrived with issues. Frequently reboots itself and goes into recovery mode. A clean reinstall of Windows did not fix the problem. Memory tests fine as does the SSD. There is an error when I try to return it for replacement which I assume is stock related. I will be returning this for a refund and getting something else.,C De Souza,1.0 out of 5 stars,"Reviewed in the United States on August 17, 2021",7 people found this helpful
3022,3157,"Acer Swift X SFX14-41G-R1S6 Creator Laptop | 14"" Full HD 100% sRGB | AMD Ryzen 7 5800U | NVIDIA RTX 3050Ti Laptop GPU | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Backlit KB | Amazon Alexa | Windows 10 Home",Great general use laptop,"So I got this to replace an aging 6 year old laptop. I'm not going into all the specs and that the Ram is soldered on and the upgrade ability of this device as its in the description and its easy to search info about it.  So my experience with this slim laptop is pretty good. The pros of this PC, aka things I like. The screen looks good, it has 16gb of ram, 512mb HDD, dedicated video card to handle some video encoding or light gaming (when your kids grab it), the keyboard is back lit, HDMI out, 2 USB 3.0, USB C, rather good battery life if you balance the power options, and it's light but not light that it feels cheap. The cons,aka thing I don't care for. The power adapter for this Acer Swift is very small and delicate,  the Ram is soldered on so if the Ram gives you issues its not as easy as popping in a new stick, it comes with more bloat ware apps installed than my last OEM laptop and lack of any additional inputs, besides the 2 USB, 1 USB c HDMI, and a headset port. Overall I like the laptop, but soldering on the Ram sucks, and give me another USB at least 3 should be a minimum to call this a ""creator"" laptop. It come with a 30 day of Norton and most of the Acer boatyard can be uninstalled.",A Person,4.0 out of 5 stars,"Reviewed in the United States on December 6, 2021",
3023,3158,"Acer Swift X SFX14-41G-R1S6 Creator Laptop | 14"" Full HD 100% sRGB | AMD Ryzen 7 5800U | NVIDIA RTX 3050Ti Laptop GPU | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Backlit KB | Amazon Alexa | Windows 10 Home",Overall a clean nice looking & performing laptop. Mylast experience with acer was poor this is good!,Overall a clean nice looking & performing laptop. Mylast experience with acer was poor this is good!,Chris Taylor,4.0 out of 5 stars,"Reviewed in the United States on November 16, 2021",One person found this helpful
3024,3159,"Acer Swift X SFX14-41G-R1S6 Creator Laptop | 14"" Full HD 100% sRGB | AMD Ryzen 7 5800U | NVIDIA RTX 3050Ti Laptop GPU | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Backlit KB | Amazon Alexa | Windows 10 Home",Best laptop I had,Best laptop I had,Jorjill,5.0 out of 5 stars,"Reviewed in the United States on April 25, 2022",
3025,3160,"Acer Swift X SFX14-41G-R1S6 Creator Laptop | 14"" Full HD 100% sRGB | AMD Ryzen 7 5800U | NVIDIA RTX 3050Ti Laptop GPU | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Backlit KB | Amazon Alexa | Windows 10 Home",Great machine after reinstalling Windows,"The laptop arrived non-functional. I couldn't figure out the issues for the life of me, but it had an earlier release of Win 11, so I wiped that for Win 10 and once it was all updated it was smooth sailing on Sea of Thieves and nice shots on Rocket League. I've got Davinci and Reaper installed and they all work excellently too, and the extra NVMe slot was perfect to add some storage for audio/video/games.",Jake,3.0 out of 5 stars,"Reviewed in the United States on August 3, 2022",
3026,3161,"Dell Inspiron 14 Plus 7420 Laptop - 14 inch, 2.2K 16:10, Intel Core i7-12700H, 16GB DDR5 RAM, 1TB SSD, Intel Iris Xe, 2 Yr Onsite + AntiVirus, Dell Migrate, Windows 11 Pro + Office 365 - Atlantic Blue",Nice quality and high quality screen,"No problem for gaming, studying or watching videos.",Jack,5.0 out of 5 stars,"Reviewed in the United States on July 28, 2022",One person found this helpful
3028,3163,"Dell Inspiron 14 Plus 7420 Laptop - 14 inch, 2.2K 16:10, Intel Core i7-12700H, 16GB DDR5 RAM, 1TB SSD, Intel Iris Xe, 2 Yr Onsite + AntiVirus, Dell Migrate, Windows 11 Pro + Office 365 - Atlantic Blue",Good laptop worth the money,Good laptop worth the money,Venkata Ramana,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on August 14, 2022",One person found this helpful
3029,3164,"Dell Inspiron 14 Plus 7420 Laptop - 14 inch, 2.2K 16:10, Intel Core i7-12700H, 16GB DDR5 RAM, 1TB SSD, Intel Iris Xe, 2 Yr Onsite + AntiVirus, Dell Migrate, Windows 11 Pro + Office 365 - Atlantic Blue","Powerful, Clean, Portable 14-Inch Laptop","As the owner of a four high-powered gaming laptops at 15.6 inches, I got this lighter, more portable 14-inch non-gaming laptop, the Dell Inspiron Plus 7420, which targets students, business people, and educators such as my wife and me. At a very competitive price point, you are definitely getting substantial upgrades to justify the “Plus” moniker: A 2.2K screen with 300 nits, which provides excellent brightness and clarity; a 16:10 screen aspect ratio for more vertical screen real estate, very handy for power users. You’re also getting the 12th-generation Intel Core processor, 16GB of RAM, a TB of SSD, and Windows 11 Pro. You’re also getting an upgraded battery. I haven’t tested it yet, but I’m confident it will fare far better than my gaming laptops, which give me only 2 hours.",M. JEFFREY MCMAHON,5.0 out of 5 stars,"Reviewed in the United States on July 23, 2022",
3030,3165,"Dell Inspiron 14 Plus 7420 Laptop - 14 inch, 2.2K 16:10, Intel Core i7-12700H, 16GB DDR5 RAM, 1TB SSD, Intel Iris Xe, 2 Yr Onsite + AntiVirus, Dell Migrate, Windows 11 Pro + Office 365 - Atlantic Blue","Absolutely amazing laptop, extremely solid build, with very high end features included","Edited to add: I have been primarily using Apple products, including their laptops, and while I still keep up to date with Windows products, I was very surprised by the build quality, and performance, of this Dell 14” Inspiron Plus 7420. I was surprised to see people that were not happy, or had problems with their computers.",MSA,5.0 out of 5 stars,"Reviewed in the United States on July 31, 2022",One person found this helpful
3031,3166,"Dell Inspiron 14 Plus 7420 Laptop - 14 inch, 2.2K 16:10, Intel Core i7-12700H, 16GB DDR5 RAM, 1TB SSD, Intel Iris Xe, 2 Yr Onsite + AntiVirus, Dell Migrate, Windows 11 Pro + Office 365 - Atlantic Blue",Powerful laptop that is easy to carry,There is no one perfect laptop for everyone. So I'll need to be clear what this laptop is great for and what uses you would consider something else.,MaplewoodGeek,5.0 out of 5 stars,"Reviewed in the United States on July 27, 2022",One person found this helpful
3032,3167,"Dell Inspiron 14 Plus 7420 Laptop - 14 inch, 2.2K 16:10, Intel Core i7-12700H, 16GB DDR5 RAM, 1TB SSD, Intel Iris Xe, 2 Yr Onsite + AntiVirus, Dell Migrate, Windows 11 Pro + Office 365 - Atlantic Blue",Great computer for school!,I was thrilled to get a chance to review this laptop.  My household was looking for a new laptop for back to school.  This laptop has a sleek design and love the subtle color- not a boring all black computer. I love the way it elevates at a very slight angle when you open the screen.  Set up was super quick.  The mouse pad seems a bit sensitive but I imagine that can be tweaked.  Seems to be god storage for the price.  Overall happy with this product and would recommend.,M. D. Mulhern,5.0 out of 5 stars,"Reviewed in the United States on September 5, 2022",
3033,3168,"Dell Inspiron 14 Plus 7420 Laptop - 14 inch, 2.2K 16:10, Intel Core i7-12700H, 16GB DDR5 RAM, 1TB SSD, Intel Iris Xe, 2 Yr Onsite + AntiVirus, Dell Migrate, Windows 11 Pro + Office 365 - Atlantic Blue",Not impressed,So I purchased this because I needed something that could run multiple programs like pdf editors adobe while simultaneously being able to have open multiple tabs online for researching and citing case law etc.,micheal,2.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on May 3, 2022",11 people found this helpful
3034,3169,"Dell Inspiron 14 Plus 7420 Laptop - 14 inch, 2.2K 16:10, Intel Core i7-12700H, 16GB DDR5 RAM, 1TB SSD, Intel Iris Xe, 2 Yr Onsite + AntiVirus, Dell Migrate, Windows 11 Pro + Office 365 - Atlantic Blue",Great Buy for the Quality and Price,Excellent laptop with memory and size that's perfect for office and home,Michael W. Taylor,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on August 16, 2022",One person found this helpful
3035,3170,"Dell Inspiron 14 Plus 7420 Laptop - 14 inch, 2.2K 16:10, Intel Core i7-12700H, 16GB DDR5 RAM, 1TB SSD, Intel Iris Xe, 2 Yr Onsite + AntiVirus, Dell Migrate, Windows 11 Pro + Office 365 - Atlantic Blue",A great value,"This laptop computer is pretty much as advertised, and I am glad to have it. The screen is sharp and readable in 2240 x 1400 pixels mode. This model does NOT have a touch screen, so if that's important to you, you need to look at other laptops that sport that feature. The system so far is quick to respond to requests and has sufficient RAM and storage space.",Diane Kistner,5.0 out of 5 stars,"Reviewed in the United States on July 29, 2022",One person found this helpful
3036,3171,"Dell Inspiron 14 Plus 7420 Laptop - 14 inch, 2.2K 16:10, Intel Core i7-12700H, 16GB DDR5 RAM, 1TB SSD, Intel Iris Xe, 2 Yr Onsite + AntiVirus, Dell Migrate, Windows 11 Pro + Office 365 - Atlantic Blue",needed fixing,the speakers were not configured right and did not work. my tech husband had to go in and turn on the speakers.  this is  not something the lay person could do.  he saved me time and probably money hiring someone to do it.  Dell's fault at the factory,Falinda Mc,1.0 out of 5 stars,"Reviewed in the United States on August 23, 2022",6 people found this helpful
3038,3173,"Dell Inspiron 14 Plus 7420 Laptop - 14 inch, 2.2K 16:10, Intel Core i7-12700H, 16GB DDR5 RAM, 1TB SSD, Intel Iris Xe, 2 Yr Onsite + AntiVirus, Dell Migrate, Windows 11 Pro + Office 365 - Atlantic Blue",Not my ideal laptop...,"This laptop performs as I would expect and the CPU has enough power to make using it an enjoyable experience for most tasks. The memory is half-soldered, which seems typical of these smaller laptops. It is Micron DDR5 4800. The 1TB SSD is a WD SN740. The screen looks good and I don't notice any bad backlight bleed. The camera is a jump up from the usual but still gets a bit grainy in low light. I have had no problems with the keyboard or fingerprint reader. Overall I find this setup to work well for general computing tasks. Gaming only works well with older games but this isn't a ""gaming"" laptop so I won't hold that against it. I was getting in the 30 FPS range with Doom Eternal on high settings.",Schwartz,3.0 out of 5 stars,"Reviewed in the United States on August 30, 2022",2 people found this helpful
3039,3174,"Dell Inspiron 14 Plus 7420 Laptop - 14 inch, 2.2K 16:10, Intel Core i7-12700H, 16GB DDR5 RAM, 1TB SSD, Intel Iris Xe, 2 Yr Onsite + AntiVirus, Dell Migrate, Windows 11 Pro + Office 365 - Atlantic Blue",Buyer Beware,Just setting up the laptop.  Description says migration software included.  No true.  Dell wants $49 for that software.  Amazon support says I have to pay for it.  No other issues so far....,Brad,1.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on October 15, 2022",
3040,3175,"Dell Inspiron 14 Plus 7420 Laptop - 14 inch, 2.2K 16:10, Intel Core i7-12700H, 16GB DDR5 RAM, 1TB SSD, Intel Iris Xe, 2 Yr Onsite + AntiVirus, Dell Migrate, Windows 11 Pro + Office 365 - Atlantic Blue",Wow!,"This little machine has thoroughly impressed me. I was actually more impressed with this little machine than I was with my gaming laptop. Mind you, this wont game on as high of settings, but for the size of this thing, it does just fine.",J,5.0 out of 5 stars,"Reviewed in the United States on July 29, 2022",One person found this helpful
3041,3176,"Dell Inspiron 14 Plus 7420 Laptop - 14 inch, 2.2K 16:10, Intel Core i7-12700H, 16GB DDR5 RAM, 1TB SSD, Intel Iris Xe, 2 Yr Onsite + AntiVirus, Dell Migrate, Windows 11 Pro + Office 365 - Atlantic Blue",My first laptop. I love it.,"I use this product for business, as well as  for personal uses. Excellent programs came with this computer package. It  came with a 2year on site dell warranty, windows 11 pro which provides extra security as well as 1 year free subscription to office 365.",cecil foster,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on August 22, 2022",3 people found this helpful
3042,3177,"Dell Inspiron 14 Plus 7420 Laptop - 14 inch, 2.2K 16:10, Intel Core i7-12700H, 16GB DDR5 RAM, 1TB SSD, Intel Iris Xe, 2 Yr Onsite + AntiVirus, Dell Migrate, Windows 11 Pro + Office 365 - Atlantic Blue",Great after removing bloatware and replacing thermal paste..,"Amazing specs, jammed into a tiny and ultra thin shell. I had a rough experience at first, but got it working great.",Peakuh,4.0 out of 5 stars,"Reviewed in the United States on July 25, 2022",One person found this helpful
3043,3178,"Dell Inspiron 14 Plus 7420 Laptop - 14 inch, 2.2K 16:10, Intel Core i7-12700H, 16GB DDR5 RAM, 1TB SSD, Intel Iris Xe, 2 Yr Onsite + AntiVirus, Dell Migrate, Windows 11 Pro + Office 365 - Atlantic Blue",Does Not Become a Tablet; Runs Slow,"First the obvious. This does not fold into a tablet. Before I ordered this, I watched several video reviews on the internet for the Inspiron 14 7420. It was great that it became a tablet. Well, buyer beware, because I watched videos for the 7420 2-in-1 which is a different model. Why would Dell name two very different products with the same name and model number? Anyway, the description is exactly what I got. I should have done more homework. Anyway, that has nothing to do with 3 out of 5 stars. This is a ""good"" laptop. Small with a nice, compact power brick. The battery is good when new. I like the fingerprint reader built into the power button. The trackpad has worked really well over the last couple days (I know others had issues). The keyboard is adequate - better than most in this ultra-thin style but not as good as the old laptop keyboards when they had built-in CD drives. Why 3/5 stars? The speed is comparable to my old Windows 8 computer that I upgraded to Windows 10. And there is a feeling of bloatware - hesitation when a program is taxed to open a new feature, for example. What to say that this is an i7? THIS SHOULD RUN MUCH FASTER. NO joke - I set up a Celeron J4125 mini-PC yesterday that cost $200 and it runs faster than this thing. I also have a 1-year old, low-end Alienware gaming PC that cost less than this and it is lightspeed faster. I don't understand how this could get good reviews all over the Internet. For everything I see, it should cost around $600, the specs be damned. At this price, at least I would expect a 17"" screen like my Alienware which cost less.",Ryan K.,3.0 out of 5 stars,"Reviewed in the United States on August 1, 2022",One person found this helpful
3044,3179,"Dell Inspiron 14 Plus 7420 Laptop - 14 inch, 2.2K 16:10, Intel Core i7-12700H, 16GB DDR5 RAM, 1TB SSD, Intel Iris Xe, 2 Yr Onsite + AntiVirus, Dell Migrate, Windows 11 Pro + Office 365 - Atlantic Blue","Beautiful color, DDR5, Gen 4 NVMe SSD, and a great screen!","This Inspiron is so high up (in terms of cost and features), that it doesn’t really leave a lot of room for their XPS laptops. Even though the XPS is still Dell’s true flagship laptop, this Inspiron 14 plus offers basically everything you could want in a modern ultrabook apart from dedicated graphics. I reviewed the standard 14 inch model and even though these are roughy the same size, this Plus model is quite a bit heavier due to the more robust cooling system required for the 45 watt Core i7(12700H). It has 2x fans and larger heat pipes.",BMO,5.0 out of 5 stars,"Reviewed in the United States on August 6, 2022",2 people found this helpful
